% Continuous
0.0196078431372549	0.18823529411764706	0.3803921568627451

0.15816993464052287	0.43806228373702427	0.6939638600538255

0.4085351787773935	0.6687427912341408	0.8145328719723184

0.7517877739331029	0.8635909265667053	0.9217993079584775

0.9657054978854287	0.9672433679354094	0.9680891964628989

0.9838523644752019	0.8089965397923875	0.7167243367935409

0.9038062283737024	0.5250288350634371	0.41607074202229904

0.7395617070357554	0.1771626297577854	0.20784313725490194

0.4154555940023068	0.003690888119953864	0.12341407151095732

